Adresse;Bezeichnung;Größe
3737084;P-Parameter für a-Regler der Beschleunigungsüberwachung, wenn Slip erkannt / Verstärkung des P-Glieds bei positiven Großsignalen;1x1
3737088;P-Parameter für a-Regler der Beschleunigungsüberwachung, wenn Slip erkannt / Verstärkung des P-Glieds bei negativen Großsignalen;1x1
3737092;P-Parameter für a-Regler der Beschleunigungsüberwachung, wenn Slip erkannt / Obere Kleinsignalgrenze für das P-Glied;1x1
3737096;P-Parameter für a-Regler der Beschleunigungsüberwachung, wenn Slip erkannt / Untere Kleinsignalgrenze für das P-Glied;1x1
3737100;P-Para. für n-Regler der Beschleunigungsüberwachung Ebene-1 / Verstärkung des P-Glieds bei Kleinsignalen;1x1
3737104;P-Para. für n-Regler der Beschleunigungsüberwachung Ebene-1 / Verstärkung des P-Glieds bei positiven Großsignalen;1x1
3737108;P-Para. für n-Regler der Beschleunigungsüberwachung Ebene-1 / Verstärkung des P-Glieds bei negativen Großsignalen;1x1
3737112;P-Para. für n-Regler der Beschleunigungsüberwachung Ebene-1 / Obere Kleinsignalgrenze für das P-Glied;1x1
3737116;P-Para. für n-Regler der Beschleunigungsüberwachung Ebene-1 / Untere Kleinsignalgrenze für das P-Glied;1x1
3736922;APP-Schwelle bei Bremse erkannt für den Korrekturwert der Sollbeschleunigung;1x1
3736726;Applizierbares Triebstrangübersetzungsverhältnis zur Berechnung einer Ersatzgeschwindigkeit der Beschleunigungsüberwachung Ebene-1.;1x1
3736924;Gesamttriebstrangübersetzung Motor - Rad des ersten Ganges für die Beschleunigungsüberwachung Ebene-1.;1x1
3736926;Gesamttriebstrangübersetzung Motor - Rad des höchsten Ganges für die Beschleunigungsüberwachung Ebene-1.;1x1
3736728;Umschalter Sliperkennung über Beschleunigung der Einzelräder;1x1
3737120;Schalter zur Berücksichtigung des Bremsenstatus für die I-Parameter der Beschleunigungsüberwachung Ebene-1;1x1
3737121;Abschalten der Verlustmomentenkompenstation bei unzulässiger Beschleunigung;1x1
3736729;Maskierung Q Bit ESP Status E1;1x1
3737122;Hauptschalter um die Regelparmeterumschaltung beim Kipppunkt zu deaktivieren;1x1
3736730;Umschalter Sliperkennung über Geschwindigkeit der Einzelräder;1x1
3736732;Filter time constant for the pre-filter of the raw vehicle speed value when slip is detected;1x1
3736736;Filterzeitkonstante für die Vorfilterung des ungefilterte Rohsignals des Fahrgeschwindigkeitssignals der Beschleunigungsüberwachung Ebene-1.;1x1
3736740;Filterzeitkonstante für das Rohsignal der Fahrzeugbeschleunigung, wenn Slip erkannt;1x1
3736744;Filterzeitkonstante für das Rohsignal der Fahrzeugbeschleunigung der Beschleunigungsüberwachung Ebene-1.;1x1
3736928;Filterzeitkonstante für die ungefilterte zulässigen Soll-Fahrzeugbeschleunigung der Beschleunigungsüberwachung Ebene-1.;1x1
3736748;Zeitkonstante Beschleunigungsfilter;1x1
3736752;Einschaltzeit für Status Slip erkannt;1x1
3736932;Verzögerungszeit zur Aufschaltung des Korrekturwert für die Sollbeschleunigung bei Bremse getreten;1x1
3737124;Filterzeitkonstante für die Sollmotordrehzahl der Beschleunigungsüberwachung Ebene-1;1x1
3736756;Filterzeitkonstante für das ungefilterte Rohsignal des Fahrgeschwindigkeitssignals der Beschleunigungsüberwachung Ebene-1.;1x1
3737128;Begrenzung für Antriebsstrangverluste;1x1
3737130;Offsetmoment für die Kipppunkterkennung;1x1
3737132;Initalisierungswert des Reglerausgangs, bei stark negativen Reglerausgangswert (im Fall eines eingefrohrenen Regler und Rücknahme der Vorsteuerung);1x1
3737134;Offset des Begrenzungsmomentes des a-Reglers der Ebene-1 Beschleunigungsüberwachung.;1x1
3737136;Maximales Motormoment der Ebene-1 Beschleunigungsüberwachung.;1x1
3737138;Offset des positiven Begrenzungsmomentes des n-Reglers der Ebene-1 Beschleunigungsüberwachung.;1x1
3736936;Gesamte Verlustmomente von Motor, Nebenaggregate und Triebstrang für die Beschleunigungsüberwachung Ebene-1.;1x1
3737140;Minimaler Vorsteuerwert für die Auswertung der Freigabe der Verlustmomenten Vorsteuerung;1x1
3737142;Vorsteuerschelle ab welcher der AccMon Regler neu Initialisiert wird;1x1
3737144;Plausibilierung für RngMod_trqClthMin in der Ebene-1 Beschleunigungsüberwachung.;1x1
3737146;Momentenschwelle für die Kipppunkterkennung;1x1
3736776;Max. zulässige Abweichung der Einzelradgeschwindigkeiten von der mittleren Radgeschwindigkeit;7x1
3737148;Untere Geschwindigkeitsschwelle zur Reglerumschaltung der Ebene-1 Beschleunigungsüberwachung.;1x1
3737150;Obere Geschwindigkeitsschwelle zur Reglerumschaltung der Ebene-1 Beschleunigungsüberwachung.;1x1
3736794;Minimale Grenze der Fahrgeschwindigkeit der Beschleunigungsüberwachung Ebene-1.;1x1
3713548;entspricht dem Übersetzungsverhältnis des Riementriebes;1x1
3713580;Codewort: Konfiguration Momentenberechnung;1x1
3713594;CUSTSPEC;2x2
3713632;Berechnung des Klimakomprssormoments über Umgebungstemperatur/Klimadruck;1x1
3713633;Schalter: Kompressor-Last über CAN;1x1
3713634;Codewort: Hartes / Weiches Zuschalten des Kompressors;1x1
3713635;Auswahlschalter Temperatur für AC Momentenberechnung (0: Ansauglufttemperatur, 1: Umgebungstemperatur);1x1
3713642;Curve for transformation of AC coolant pressure;2x1
3713664;Kennlinie zur Auswahl der Verzögerung des Momentenfilters bei abgeschaltener AC;2x1
3713686;Kennlinie zur Auswahl der Verzugszeit für den statischen Momentenfilter, wenn die Klimaanlage eingeschaltet ist;2x1
3713704;Dauer der Momenten-Reserve;1x1
3713724;Kennfeld für die dynamische Momentenbedarfsberechnung über Klimadruck;4x2
3713820;Kennfeld für die dynamische Momentenbedarfsberechnung über Temperatur;2x2
3713908;Offset für Startwert des Filters;1x1
3713910;Default-Momentenreserve für den Klimakompressor;1x1
3713928;Kennfeld für die statische Momentenbedarfsberechnung über Klimadruck;4x2
3714034;Kennfeld für die statische Momentenbedarfsberechnung über Temperatur;5x4
3737388;Rampensteigung der Transitionsfunktion;1x1
3737158;Kurve für die Parameter der Rampensteigungen;2x1
3737190;Parameter für die gewünschte Drehzahlanforderung;2x2
3737392;Faktor für die Aktivierung bzw. Deaktivierung der vom AccPed (Map) abhängigen Nebenaggregatkompensation;1x1
3737424;Gang- und fahrpedalabhängiges Carisma Kennfeld (Modus Wntr1);8x4
3737566;Fahrzeuggeschwindigkeitsabhängiger Faktor für Interpolation zwischen den Fahrverhaltenskennfeldern;2x1
3737592;Korrekturkennlinie für Kupplungsschutz;2x1
3737608;Offset Motordrehzahl für den Kupplungsschutz im Falle eines Fehlers des Bremssignales;1x1
3737278;Maximal zulässige Drehzahlanforderung des Anfahrreglers;1x1
3737368;Maximaler Drehzahlwert bei Fahrpedalfehler;1x1
3737370;Minimale Drehzahl bei Fahrpedal-Bremse Unplausibilität;1x1
3737372;Minimale Drehzahl bei Fahrpedalfehler und Bremse getreten;1x1
3737374;APP Leerlaufsolldrehzahlvorgabe bei Fahrzeuggeschwindigkeit oberhalb Schwelle;1x1
3737376;APP Leerlaufsolldrehzahlvorgabe bei Fahrzeuggeschwindigkeit unterhalb Schwelle;1x1
3737286;Parameterauswahl für den P-Regler des Anfahrreglers;2x1
3737312;Parameterauswahl für den P-Regler des Anfahrreglers;2x1
3737338;Parameterauswahl für den P-Regler des Anfahrreglers;2x1
3737612;Rampe zur vorübergehenden Abschaltung des Winterfahrprogramms bei aktiviertem Kick-Down Signal / positive Rampensteigung;1x1
3737616;Rampe zur vorübergehenden Abschaltung des Winterfahrprogramms bei aktiviertem Kick-Down Signal / negative Rampensteigung;1x1
3737620;Applikationsmaske für Status Sport;1x1
3737624;Applikationsmaske für Status Tip Split;1x1
3737634;Auswahl der _MAPs AccPed_trqEng#_MAP, # = {0...5} zur Interpolation zwischen den Gaengen;2x1
3737654;Schalter zur Aktivierung des Kick-Down Signals (ermöglicht kurzfristige Deaktivierung des Winterfahrprogramms);1x1
3737358;Schalter zur Aktivierung der Kupplung;1x1
3737359;Schalter zur Entkoppelung des Anfahrreglers und des Kupplungsschutzes;1x1
3737655;Auswahl Applikation des Kupplungsschutz (1=Radmoment, 0=indiziertes Moment);1x1
3737360;Schalter zur Aktivierung von ESP;1x1
3737656;Zeitkonstante PT1 Filter v/n Verhältnis für die gangabhängige Berechnung des (voreilenden) Zugwunschmomentes;1x1
3737657;Schalter zur Aktivierung bzw. Deaktivierung des Einfrierens vom v/n-Verhältnis im Falle eines Fahrzeuggeschwindigkeitsfehlers;1x1
3737658;Schalter zum Berücksichtigen vom CrCtl Modus für Sport Modus;1x1
3737659;Umschalter für Sport-Modus nur in der Tipgasse;1x1
3737660;Schalter zum Ermöglichen des Sportfahrverhaltens bei Wahlhebel in Tippgasse;1x1
3737661;Status der Rampe in der Transitionsfunktion (0: Rampen deaktiviert 1: Rampen aktiviert);1x1
3737662;legt die Art der internen Speicherung des Fahrpedalwerts in der Transitionsfunktion fest.;1x1
3737675;Zeitkonstante für schnelles rampen vom Neutralfaktor zum Charismafaktor;10x1
3737717;Zeitkonstante für schnelles rampen vom Charismafaktor zum Neutralfaktor;10x1
3737759;Zeitkonstante für langsames rampen vom Neutralfaktor zum Charismafaktor;10x1
3737801;Zeitkonstante für langsames rampen vom Charismafaktor zum Neutralfaktor;10x1
3737832;Zeitkonstante PT1 Filter V/n Verhaeltniss fuer die gangabh. Berechnung des (voreilenden) Zugwunschmomentes;1x1
3737848;Kurve zur Begrenzung des maximalen Moments des Kupplungsschutzes;2x2
3737924;Schwellwert Fahrerwunschmoment für Status Fahrerwunsch aktiv;1x1
3416194;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Vector Element (verwendet von ASCET), nicht editieren!;1x1
3416195;Bypass Label (verwendet von ASCET), nicht editieren! / Bypass Table Channel Element(verwendet von ASCET), nicht editieren!;1x1
3737980;1.Gang (voreilendes) Zugwunschmoment aus Motor-Dreh-zahl und APP_rUnFlt;8x16
3738248;2.Gang (voreilendes) Zugwunschmoment aus Motor-Dreh-zahl und APP_rUnFlt;2x2
3738556;3.Gang: (voreilendes) Zugwunschmoment aus Mot.-Drehz. und APP_rUnFlt;2x2
3738864;4.Gang: (voreilendes) Zugwunschmoment aus Mot.-Drehz. und APP_rUnFlt;2x2
3739172;Fahrverhaltenkennfeld Low Range für höhere Fahrzeuggeschwindigkeit;2x2
3739792;Kennfeld für AWD;8x16
3740134;Fahrverhaltenkennfeld bei eingelegtem Rückwärtsgang;8x16
3740402;Kupplungsschutz in indiziertem Moment;2x2
3737380;Maximales Radmoment bei Fahrpedalfehler;1x1
3737362;Obere Geschwindigkeitsgrenze für die Anfahrregler-Hysterese;1x1
3737364;Untere Geschwindigkeitsgrenze für die Anfahrregler-Hysterese;1x1
3740476;die minimale erforderliche Fahrzeuggeschwindigkeit, um das Einfrieren des v/n-Verhältnisses zu heilen;1x1
3737384;Geschwindigkeitschschwelle für Leerlaufsolldrehzahlauswahl;1x1
3714176;Minimaler Gradient des Fahrpedalwinkels bei Lastschlag;1x1
3714178;Obere Grenze: Abschalten über Motortemperatur;1x1
3714180;Untere Grenze: Abschalten über Motortemperatur;1x1
3714182;Obere Grenze: Abschalten über Motordrehzahl;1x1
3714184;Untere Grenze: Abschalten über Motordrehzahl;1x1
3714186;Obere Grenze: Abschalten über Motordrehzahl;1x1
3714188;Untere Grenze: Abschalten über Motordrehzahl;1x1
3714190;Obere relative Drehzahlschwelle zur Abschaltung des Klimakompressors;1x1
3714192;Untere relative Drehzahlschwelle zur Abschaltung des Klimakompressors;1x1
3714194;Minimale Drehzahl bei Lastschlag;1x1
3708600;map factor of correction by steering angle and engine speed in 1.gear during tramp;7x11
3708754;map factor of correction by steering angle and engine speed in 2.gear during tramp;7x11
3708924;map base torque for drive off tramp;2x1
3708928;map torque of correction by vehicle velocity in 1st gear automatic transmission and state Wiper true during tramp;7x8
3709040;map torque of correction by vehicle velocity in 1st gear automatic transmission during tramp;7x8
3709152;map torque of correction by vehicle velocity in 2nd gear automatic transmission and state Wiper true during tramp;6x1
3709164;map torque of correction by vehicle velocity in 2nd gear automatic transmission during tramp;6x1
3709176;map torque of correction by vehicle velocity in 1st gear manual transmission and state Wiper true during tramp;8x1
3709192;map torque of correction by vehicle velocity in 1st gear manual transmission during tramp;8x1
3709208;map torque of correction by vehicle velocity in 2nd gear manual transmission and state Wiper true during tramp;6x1
3709220;map torque of correction by vehicle velocity in 2nd gear manual transmission during tramp;6x1
3709232;map additional torque during hill up drive off tramp;7x1
3709374;map factor of correction by the ambient temperature in 1st gear and state wiper true;8x1
3709382;map factor of correction by the ambient temperature in 1st gear;8x1
3709390;map factor of correction by the ambient temperature in 2nd gear and state wiper true;8x1
3709398;map factor of correction by the ambient temperature in 2nd gear;8x1
3709418;ratio of acceleration pedal for drive off tramp detection;1x1
3709419;ratio of acceleration pedal for drive off tramp detection with automatic transmission;1x1
3709420;ratio (low level) of acceleration pedal with automatic transmission;1x1
3709421;switch selection for switch off failure and function;1x1
3709422;counter time for the delta detection of Pt_r_tqWhlEng_VW;1x1
3709424;factor ramping down the power steering factor in 1st gear;1x1
3709426;factor ramping down the power steering factor in 2nd gear;1x1
3709428;factor ramping up during drive off tramp and state wiper true;1x1
3709430;factor ramping up during drive off tramp;1x1
3709432;factor ramping of a global error;1x1
3709434;factor ramping of a power steering error;1x1
3709436;factor ramping up the power steering factor in 1st gear;1x1
3709438;factor ramping up the power steering factor in 2nd gear;1x1
3709440;delta of torque ratio wheel/engine for AntiTrmp;1x1
3709442;delay befor ramping the torque during drive off tramp;1x1
3709444;maximum time to detect drive off tramp detection;1x1
3709446;torque Anti Tramp function off;1x1
3709448;offset torque slow path Anti Tramp funktion;1x1
3709450;maximum velocity for drive off tramp detection;1x1
3709452;minimum velocity for drive off tramp detection;1x1
3709454;Threshold of pedal value to release adaptation;1x1
3709455;"codeword brake pressure offset:Bit0: release adaptation; bit1..7:open";1x1
3709456;debounce time to release brake pressure adaptation;1x1
3709457;time constant for PT1-Filter for smoothed hydraulic brake pressure;1x1
3709458;max. time threshold for reset adaptation value;1x1
3709474;table for offset of demanded idle speed for detection of low engine speed;6x1
3709486;map for maximum of increased idle speed setpoint;6x8
3709610;table for threshold of low critical torque;6x1
3709638;map for torque air conditioning;6x1
3709644;factor multiplied hold time for air conditionning shut off;1x1
3709645;engine speed ramp;1x1
3709646;value for number of interrupts of air conditioning on;1x1
3709647;constant for number of manual transmission;1x1
3709648;constant for number of reverse gear;1x1
3709649;automatic transmission constant for position N;1x1
3709650;automatic transmission constant for position P;1x1
3709651;code selected gearbox types for idle runnning;1x1
3709652;switch on if Shtrp_stAct is to be regarded;1x1
3709653;code switch selection acceleration;1x1
3709654;code switch selection idle running;1x1
3709655;maxmimum ambient temperature for elasticity;1x1
3709656;minimum ambient temperature for elasticity;1x1
3709657;time delay activation of air conditioning during engine start;1x1
3709658;time air conditioning off tipin maximum;1x1
3709659;time air conditioning delay on constant;1x1
3709660;time delay air conditioning on;1x1
3709661;debounce time for torque critical;1x1
3709662;time fan minimum off;1x1
3709663;time of fan shut off;1x1
3709664;time gear up maximum spontanity;1x1
3709665;integration time for drive off detection;1x1
3709666;time minimum air conditioning shut off because of power steering critical;1x1
3709668;angle power steering critical threshold high;1x1
3709670;angle power steering critical threshold low;1x1
3709672;substitute for angle power steering;1x1
3709674;distance drive off difference minimum;1x1
3709676;critical threshold for engine speed;1x1
3709678;offset at maximal idle running set point;1x1
3709680;maximum of engine spped for elasticity;1x1
3709682;maximum of engine speed for spontanity;1x1
3709684;minimum of ratio acceleration pedal difference for spontanity;1x1
3709686;ratio acceleration pedal drive off minimum;1x1
3709688;ratio acceleration pedal minimum for elasticity;1x1
3709690;ratio acceleration pedal minimum low for elasticity;1x1
3709692;minimum of ratio acceleration pedal for spontanity;1x1
3709694;ratio tipin;1x1
3709696;Activated gears for drive off, Reverse Gear on Bit 10;1x1
3709698;Activated gears for elasticity, Reverse Gear on Bit 10;1x1
3709700;Activated gears for spontanity, Reverse Gear on Bit 10;1x1
3709702;time air conditioning maximum off;1x1
3709704;minimal time air conditioning on during engine start;1x1
3709706;maximal time of air conditioning shut off;1x1
3709708;time delay critical after engine start;1x1
3709710;debounce time water heater;1x1
3709712;debounce time for torque ok;1x1
3709714;time drive off maximum;1x1
3709716;time minimum on high;1x1
3709718;time minimum on low;1x1
3709720;offset for threshold of low critical torque;1x1
3709722;threshold critical speed considering critical angle of power steering;1x1
3709724;threshold critical speed;1x1
3709726;threshold vehicle speed O.K.;1x1
3709728;velocity vehicle drive off maximum;1x1
3709730;velocity vehicle drive off minimum;1x1
3709732;velocity vehicle elasticity maximum;1x1
3709734;velocity vehicle elasticity minimum;1x1
3709736;velocity vehicle spontanity maximum;1x1
3709738;velocity vehicle spontanity minimum;1x1
3709752;brake pressure offset due to road incline angle;5x1
3709774;brake pressure for stop request (Gear Box Type: AT);5x1
3709784;brake pressure for stop request (Gear Box Type: CVT);5x1
3709794;brake pressure for stop request (Gear Box Type: DCT);5x1
3709804;brake pressure for start request (Gear Box Type: AT);5x1
3709814;brake pressure for start request (Gear Box Type: CVT);5x1
3709824;brake pressure for start request (Gear Box Type: DCT);5x1
3709834;counter value for start/Stop-toggle limitation (misuse protection);1x1
3709835;brake gradient threshold to trigger engine start;1x1
3709836;minimum ratio acceleration pedal to enable engine start / disable engine stop;1x1
3709837;statusword for start-stop feature selection #2;1x1
3709838;code word to trigger manual start/stop request;1x1
3709839;code word to select security lock reasons;1x1
3709840;code word to select reasons to enable engine start by driver;1x1
